refcode	metal	m_ox	totcharge	CN	N	geometry	min	coord_sphere	formula_ligs_list	TMC_formula	d_elec	elem_nr	groups	len_groups	name
EKOXOR	Cr	0	0	6	248	Octahedral	1.36	('C', 'C', 'C', 'C', 'N', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H20-C21-N-P']	H20-C25-N-O4-P-Cr	5	24	['EKOXOR']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'N', 'P']
PEMTAC	Cr	0	0	6	240	Octahedral	1.25	('C', 'C', 'C', 'C', 'N', 'Si')	['C-O', 'C-O', 'C-O', 'C-O', 'H24-C18-N2-Si']	H24-C22-N2-O4-Si-Cr	5	24	['PEMTAC']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'N', 'Si']
KETQUV	Cr	0	0	6	276	Octahedral	1.00	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H11-C12-P', 'H11-C12-P']	H22-C28-O4-P2-Cr	5	24	['KETQUV']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
RUJHIP	Cr	0	0	6	488	Octahedral	1.00	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H12-C17-O6-F24-P2']	H12-C21-O10-F24-P2-Cr	5	24	['RUJHIP']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
AYOHIG	Cr	0	0	6	404	Octahedral	1.23	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H12-C18-F3-P', 'H12-C18-F3-P']	H24-C40-O4-F6-P2-Cr	5	24	['AYOHIG']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
ROKBUO	Cr	0	0	6	154	Octahedral	1.58	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H14-C5-P2']	H14-C9-O4-P2-Cr	5	24	['ROKBUO']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
POTCDR	Cr	0	0	6	404	Octahedral	0.82	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H15-C18-O3-P', 'H15-C18-O3-P']	H30-C40-O10-P2-Cr	5	24	['POTCDR']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
PINVAJ	Cr	0	0	6	162	Octahedral	0.76	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H16-C6-P2']	H16-C10-O4-P2-Cr	5	24	['PINVAJ']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
UDUBIG	Cr	0	0	6	584	Octahedral	1.32	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H20-C37-O2-F24-P2']	H20-C41-O6-F24-P2-Cr	5	24	['UDUBIG']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
VUYXUJ	Cr	0	0	6	306	Octahedral	1.53	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H26-C26-Si-P2']	H26-C30-O4-Si-P2-Cr	5	24	['VUYXUJ']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
UDAPOF	Cr	0	0	6	298	Octahedral	1.36	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H26-C27-P2']	H26-C31-O4-P2-Cr	5	24	['UDAPOF']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
KUNWAU	Cr	0	0	6	348	Octahedral	1.78	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H27-C34-N-P2']	H27-C38-N-O4-P2-Cr	5	24	['KUNWAU']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
TAJXUZ	Cr	0	0	6	290	Octahedral	2.52	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H28-C23-N2-P2']	H28-C27-N2-O4-P2-Cr	5	24	['TAJXUZ']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
VOXBAL	Cr	0	0	6	306	Octahedral	1.60	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'C-O', 'H28-C28-P2']	H28-C32-O4-P2-Cr	5	24	['VOXBAL']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
HIGDOR	Cr	0	0	6	330	Octahedral	1.39	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H11-C6-N', 'H24-C26-P2']	H35-C35-N-O3-P2-Cr	5	24	['HIGDOR']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
OKOVIT	Cr	0	0	6	316	Octahedral	0.93	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H24-C26-P2', 'H8-C4-O']	H32-C33-O4-P2-Cr	5	24	['OKOVIT']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
OKOWAM	Cr	0	0	6	322	Octahedral	1.01	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H24-C26-P2', 'H8-C5-O']	H32-C34-O4-P2-Cr	5	24	['OKOWAM']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
OKOVOZ	Cr	0	0	6	340	Octahedral	0.99	('C', 'C', 'C', 'C', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H24-C26-P2', 'H8-C8-O']	H32-C37-O4-P2-Cr	5	24	['OKOVOZ']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'P']
KIJSUR	Cr	0	0	6	290	Octahedral	1.66	('C', 'C', 'C', 'C', 'P', 'S')	['C-O', 'C-O', 'C-O', 'C-O', 'H27-C24-O-P-S']	H27-C28-O5-P-S-Cr	5	24	['KIJSUR']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'P', 'S']
TUTJOH	Cr	0	-1	6	166	Octahedral	2.12	('C', 'C', 'C', 'C', 'S', 'S')	['C-O', 'C-O', 'C-O', 'C-O', 'H10-C6-N-S2']	H10-C10-N-O4-S2-Cr	5	24	['TUTJOH']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'S', 'S']
THOCCR	Cr	0	0	6	162	Octahedral	1.51	('C', 'C', 'C', 'C', 'S', 'S')	['C-O', 'C-O', 'C-O', 'C-O', 'H14-C6-S2']	H14-C10-O4-S2-Cr	5	24	['THOCCR']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'S', 'S']
BORFET	Cr	0	0	6	192	Octahedral	1.61	('C', 'C', 'C', 'C', 'S', 'S')	['C-O', 'C-O', 'C-O', 'C-O', 'H20-C10-S2']	H20-C14-O4-S2-Cr	5	24	['BORFET']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'S', 'S']
METHCR	Cr	0	0	6	194	Octahedral	2.33	('C', 'C', 'C', 'C', 'S', 'S')	['C-O', 'C-O', 'C-O', 'C-O', 'H22-C10-S2']	H22-C14-O4-S2-Cr	5	24	['METHCR']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'S', 'S']
ISURUK	Cr	0	0	6	330	Octahedral	2.19	('C', 'C', 'C', 'C', 'Sb', 'Sb')	['C-O', 'C-O', 'C-O', 'C-O', 'H27-C19-N-Sb2']	H27-C23-N-O4-Cr-Sb2	5	24	['ISURUK']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'C', 'Sb', 'Sb']
RUKLAK	Cr	0	0	6	138	Octahedral	3.68	('C', 'C', 'C', 'N', 'N', 'N')	['C-O', 'C-O', 'C-O', 'H15-C6-N3']	H15-C9-N3-O3-Cr	5	24	['RUKLAK']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'N', 'N', 'N']
RUKLEO	Cr	0	0	6	210	Octahedral	4.07	('C', 'C', 'C', 'N', 'N', 'N')	['C-O', 'C-O', 'C-O', 'H33-C15-N3']	H33-C18-N3-O3-Cr	5	24	['RUKLEO']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'N', 'N', 'N']
TAJYAG	Cr	0	0	6	306	Octahedral	2.12	('C', 'C', 'C', 'N', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H3-C2-N', 'H30-C24-N2-P2']	H33-C29-N3-O3-P2-Cr	5	24	['TAJYAG']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'N', 'P', 'P']
TAWNAG	Cr	0	0	6	186	Octahedral	0.98	('C', 'C', 'C', 'P', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H21-C9-P3']	H21-C12-O3-P3-Cr	5	24	['TAWNAG']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'P', 'P', 'P']
FOKYEJ	Cr	0	0	6	120	Octahedral	1.06	('C', 'C', 'C', 'P', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H3-P', 'H3-P', 'H3-P']	H9-C3-O3-P3-Cr	5	24	['FOKYEJ']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'P', 'P', 'P']
TAWNEK	Cr	0	0	6	186	Octahedral	1.05	('C', 'C', 'C', 'P', 'P', 'P')	['C-O', 'C-O', 'C-O', 'H7-C3-P', 'H7-C3-P', 'H7-C3-P']	H21-C12-O3-P3-Cr	5	24	['TAWNEK']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'P', 'P', 'P']
DEFVIT	Cr	0	0	6	290	Octahedral	1.25	('C', 'C', 'C', 'P', 'P', 'P')	['C-O', 'C-O', 'C-Se', 'H9-C3-O3-P', 'H9-C3-O3-P', 'H9-C3-O3-P']	H27-C12-O11-P3-Cr-Se	5	24	['DEFVIT']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'P', 'P', 'P']
MEHBAC	Cr	0	0	6	284	Octahedral	1.74	('C', 'C', 'C', 'S', 'S', 'S')	['C-O', 'C-O', 'C-O', 'H24-C22-Si-S3']	H24-C25-O3-Si-S3-Cr	5	24	['MEHBAC']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'S', 'S', 'S']
ISURAQ	Cr	0	0	6	316	Octahedral	2.13	('C', 'C', 'C', 'S', 'Sb', 'Sb')	['C-O', 'C-O', 'C-O', 'H24-C18-S-Sb2']	H24-C21-O3-S-Cr-Sb2	5	24	['ISURAQ']	1	Cr_0_6_Octahedral_['C', 'C', 'C', 'S', 'Sb', 'Sb']
XOCNUY	Cr	0	0	6	382	Octahedral	1.44	('C', 'C', 'P', 'P', 'S', 'S')	['C-O', 'C-O', 'H15-C18-P', 'H18-C15-N3-P-S3']	H33-C35-N3-O2-P2-S3-Cr	5	24	['XOCNUY']	1	Cr_0_6_Octahedral_['C', 'C', 'P', 'P', 'S', 'S']
JARJOC	Cr	2	0	2	586	Linear	0.00	('S', 'S')	['H49-C36-S', 'H49-C36-S']	H98-C72-S2-Cr	4	24	['JARJOC']	1	Cr_2_2_Linear_['S', 'S']
DOQWUC	Cr	2	0	3	342	T-shaped	2.42	('C', 'N', 'N')	['H11-C5', 'H53-C35-N2']	H64-C40-N2-Cr	4	24	['DOQWUC']	1	Cr_2_3_T-shaped_['C', 'N', 'N']
DOQXIR	Cr	2	0	3	446	T-shaped	4.23	('N', 'N', 'Si')	['H23-C18-Si', 'H53-C35-N2']	H76-C53-N2-Si-Cr	4	24	['DOQXIR']	1	Cr_2_3_T-shaped_['N', 'N', 'Si']
PUXVOU	Cr	2	0	3	342	Trigonal planar	2.79	('N', 'N', 'N')	['H18-C6-N-Si2', 'H41-C29-N2']	H59-C35-N3-Si2-Cr	4	24	['PUXVOU']	1	Cr_2_3_Trigonal planar_['N', 'N', 'N']
DOQXUD	Cr	2	0	3	326	Trigonal planar	2.62	('N', 'N', 'N')	['H53-C35-N2', 'H6-C2-N']	H59-C37-N3-Cr	4	24	['DOQXUD']	1	Cr_2_3_Trigonal planar_['N', 'N', 'N']
INIHAP	Cr	2	0	3	294	Trigonal planar	2.80	('N', 'N', 'O')	['H41-C29-N2', 'H9-C4-O']	H50-C33-N2-O-Cr	4	24	['INIHAP']	1	Cr_2_3_Trigonal planar_['N', 'N', 'O']
AKASIQ	Cr	2	0	3	522	Trigonal planar	1.05	('O', 'O', 'O')	['H10-C13-O', 'H31-C27-O', 'H31-C27-O']	H72-C67-O3-Cr	4	24	['AKASIQ']	1	Cr_2_3_Trigonal planar_['O', 'O', 'O']
RIWXEA	Cr	2	0	4	272	Seesaw	1.46	('C', 'N', 'N', 'N')	['H40-B-C24-N6', 'H5-C2']	H45-B-C26-N6-Cr	4	24	['RIWXEA']	1	Cr_2_4_Seesaw_['C', 'N', 'N', 'N']
PUVLAV	Cr	2	0	4	138	Seesaw	1.95	('Cl', 'Cl', 'O', 'O')	['Cl', 'Cl', 'H8-C4-O', 'H8-C4-O']	H16-C8-O2-Cl2-Cr	4	24	['PUVLAV']	1	Cr_2_4_Seesaw_['Cl', 'Cl', 'O', 'O']
VIKYOE	Cr	2	0	4	288	Seesaw	2.32	('Cl', 'N', 'S', 'S')	['Cl', 'H29-C19-N-S2', 'H6-C2-Al-Cl2']	H35-C21-N-Al-S2-Cl3-Cr	4	24	['VIKYOE']	1	Cr_2_4_Seesaw_['Cl', 'N', 'S', 'S']
HOXMOX	Cr	2	-1	4	360	Seesaw	6.24	('I', 'I', 'N', 'N')	['H41-C29-N2', 'I', 'I']	H41-C29-N2-Cr-I2	4	24	['HOXMOX']	1	Cr_2_4_Seesaw_['I', 'I', 'N', 'N']
COPCAM	Cr	2	0	4	328	Seesaw	6.89	('I', 'N', 'N', 'N')	['H3-C2-N', 'H41-C29-N2', 'I']	H44-C31-N3-Cr-I	4	24	['COPCAM']	1	Cr_2_4_Seesaw_['I', 'N', 'N', 'N']
ODIHOY	Cr	2	0	4	290	Seesaw	4.32	('N', 'N', 'N', 'N')	['H17-C17-N2', 'H17-C17-N2']	H34-C34-N4-Cr	4	24	['ODIHOY']	1	Cr_2_4_Seesaw_['N', 'N', 'N', 'N']
LUYXEJ	Cr	2	0	4	302	Seesaw	5.29	('N', 'N', 'N', 'N')	['H21-C15-N2-Si', 'H21-C15-N2-Si']	H42-C30-N4-Si2-Cr	4	24	['LUYXEJ']	1	Cr_2_4_Seesaw_['N', 'N', 'N', 'N']
BUJXIO	Cr	2	0	4	394	Seesaw	4.67	('N', 'N', 'N', 'N')	['H21-C25-N2', 'H21-C25-N2']	H42-C50-N4-Cr	4	24	['BUJXIO']	1	Cr_2_4_Seesaw_['N', 'N', 'N', 'N']
CAFZAM	Cr	2	0	4	354	Seesaw	4.40	('N', 'N', 'N', 'N')	['H25-C21-N2', 'H25-C21-N2']	H50-C42-N4-Cr	4	24	['CAFZAM']	1	Cr_2_4_Seesaw_['N', 'N', 'N', 'N']
BUJXOU	Cr	2	0	4	386	Seesaw	3.88	('N', 'N', 'N', 'N')	['H29-C23-N2', 'H29-C23-N2']	H58-C46-N4-Cr	4	24	['BUJXOU']	1	Cr_2_4_Seesaw_['N', 'N', 'N', 'N']
KAPPEW	Cr	2	0	4	162	Seesaw	2.88	('N', 'N', 'S', 'S')	['C-N-S', 'C-N-S', 'H4-C-N2-S', 'H4-C-N2-S']	H8-C4-N6-S4-Cr	4	24	['KAPPEW']	1	Cr_2_4_Seesaw_['N', 'N', 'S', 'S']
HAGHOO	Cr	2	0	4	242	Square planar	0.16	('C', 'C', 'C', 'C')	['H20-C11-N2', 'H20-C11-N2', 'H3-C', 'H3-C']	H46-C24-N4-Cr	4	24	['HAGHOO']	1	Cr_2_4_Square planar_['C', 'C', 'C', 'C']
UNEREL	Cr	2	0	4	258	Square planar	0.49	('C', 'C', 'Cl', 'Cl')	['Cl', 'Cl', 'H20-C11-N2', 'H20-C11-N2']	H40-C22-N4-Cl2-Cr	4	24	['UNEREL']	1	Cr_2_4_Square planar_['C', 'C', 'Cl', 'Cl']
VABTOH	Cr	2	0	4	268	Square planar	1.22	('C', 'C', 'P', 'P')	['H11-C4-Si', 'H11-C4-Si', 'H32-C14-P2']	H54-C22-Si2-P2-Cr	4	24	['VABTOH']	1	Cr_2_4_Square planar_['C', 'C', 'P', 'P']
UDUSAQ	Cr	2	0	4	276	Square planar	0.38	('C', 'N', 'N', 'N')	['H11-C4-Si', 'H34-C22-N3-O2']	H45-C26-N3-O2-Si-Cr	4	24	['UDUSAQ']	1	Cr_2_4_Square planar_['C', 'N', 'N', 'N']
CILGIO	Cr	2	0	4	334	Square planar	3.17	('C', 'N', 'N', 'O')	['H41-C29-N2', 'H5-C6', 'H8-C4-O']	H54-C39-N2-O-Cr	4	24	['CILGIO']	1	Cr_2_4_Square planar_['C', 'N', 'N', 'O']
RUWSOU	Cr	2	0	4	368	Square planar	3.40	('C', 'N', 'P', 'P')	['H11-C4-Si', 'H54-C34-N-P2']	H65-C38-N-Si-P2-Cr	4	24	['RUWSOU']	1	Cr_2_4_Square planar_['C', 'N', 'P', 'P']
ZOYCUL	Cr	2	0	4	238	Square planar	0.30	('Cl', 'Cl', 'N', 'N')	['Cl', 'Cl', 'H18-C6-N-Si-P', 'H18-C6-N-Si-P']	H36-C12-N2-Si2-P2-Cl2-Cr	4	24	['ZOYCUL']	1	Cr_2_4_Square planar_['Cl', 'Cl', 'N', 'N']
EQIVOP	Cr	2	0	4	174	Square planar	0.24	('Cl', 'Cl', 'N', 'N')	['Cl', 'Cl', 'H9-C7-N', 'H9-C7-N']	H18-C14-N2-Cl2-Cr	4	24	['EQIVOP']	1	Cr_2_4_Square planar_['Cl', 'Cl', 'N', 'N']
XEMSAK	Cr	2	0	4	264	Square planar	0.43	('Cl', 'Cl', 'N', 'O')	['Cl', 'Cl', 'H31-C16-N-S2', 'H8-C4-O']	H39-C20-N-O-S2-Cl2-Cr	4	24	['XEMSAK']	1	Cr_2_4_Square planar_['Cl', 'Cl', 'N', 'O']
DIXXEP	Cr	2	0	4	222	Square planar	0.47	('Cl', 'N', 'N', 'N')	['Cl', 'H16-C6-N2', 'H24-C14-N']	H40-C20-N3-Cl-Cr	4	24	['DIXXEP']	1	Cr_2_4_Square planar_['Cl', 'N', 'N', 'N']
UDURUJ	Cr	2	0	4	244	Square planar	1.03	('Cl', 'N', 'N', 'N')	['Cl', 'H34-C22-N3-O2']	H34-C22-N3-O2-Cl-Cr	4	24	['UDURUJ']	1	Cr_2_4_Square planar_['Cl', 'N', 'N', 'N']
RUWSAG	Cr	2	0	4	336	Square planar	1.01	('Cl', 'N', 'P', 'P')	['Cl', 'H54-C34-N-P2']	H54-C34-N-P2-Cl-Cr	4	24	['RUWSAG']	1	Cr_2_4_Square planar_['Cl', 'N', 'P', 'P']
WAFBUA	Cr	2	-2	4	190	Square planar	0.26	('N', 'N', 'N', 'N')	['H10-C4-N', 'H10-C4-N', 'H10-C4-N', 'H10-C4-N']	H40-C16-N4-Cr	4	24	['WAFBUA']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
BUPBET	Cr	2	0	4	242	Square planar	0.01	('N', 'N', 'N', 'N')	['H16-B-C10-N4', 'H16-B-C10-N4']	H32-B2-C20-N8-Cr	4	24	['BUPBET']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
JOBBAF	Cr	2	0	4	268	Square planar	5.42	('N', 'N', 'N', 'N')	['H16-C6-N2', 'H18-C6-N-Si2', 'H18-C6-N-Si2']	H52-C18-N4-Si4-Cr	4	24	['JOBBAF']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
DUYZII	Cr	2	0	4	286	Square planar	0.03	('N', 'N', 'N', 'N')	['H18-C6-N-Si2', 'H18-C6-N-Si2', 'H5-C5-N', 'H5-C5-N']	H46-C22-N4-Si4-Cr	4	24	['DUYZII']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
QOLWOF	Cr	2	0	4	302	Square planar	4.38	('N', 'N', 'N', 'N')	['H18-C6-N-Si2', 'H30-C23-N3']	H48-C29-N4-Si2-Cr	4	24	['QOLWOF']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
EBEKEB	Cr	2	0	4	294	Square planar	4.62	('N', 'N', 'N', 'N')	['H19-C17-N2', 'H19-C17-N2']	H38-C34-N4-Cr	4	24	['EBEKEB']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
ALESUG	Cr	2	0	4	226	Square planar	0.09	('N', 'N', 'N', 'N')	['H21-C11-N2', 'H21-C11-N2']	H42-C22-N4-Cr	4	24	['ALESUG', 'LOZWIJ']	2	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
IHEVUM	Cr	2	0	4	298	Square planar	0.50	('N', 'N', 'N', 'N')	['H21-C17-N2', 'H21-C17-N2']	H42-C34-N4-Cr	4	24	['IHEVUM']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
IJEWEA	Cr	2	0	4	322	Square planar	0.10	('N', 'N', 'N', 'N')	['H21-C19-N2', 'H21-C19-N2']	H42-C38-N4-Cr	4	24	['IJEWEA']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
SOMVOF	Cr	2	0	4	310	Square planar	6.02	('N', 'N', 'N', 'N')	['H23-C13-N2-Si2', 'H23-C13-N2-Si2']	H46-C26-N4-Si4-Cr	4	24	['SOMVOF']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
ALETAN	Cr	2	0	4	258	Square planar	0.07	('N', 'N', 'N', 'N')	['H25-C13-N2', 'H25-C13-N2']	H50-C26-N4-Cr	4	24	['ALETAN']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
LEGFOS	Cr	2	0	4	270	Square planar	5.05	('N', 'N', 'N', 'N')	['H25-C14-N2', 'H25-C14-N2']	H50-C28-N4-Cr	4	24	['LEGFOS']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
WUNCOY	Cr	2	0	4	376	Square planar	4.02	('N', 'N', 'N', 'N')	['H25-C14-N2', 'H41-C29-N2']	H66-C43-N4-Cr	4	24	['WUNCOY']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
ALETER	Cr	2	0	4	354	Square planar	0.39	('N', 'N', 'N', 'N')	['H25-C21-N2', 'H25-C21-N2']	H50-C42-N4-Cr	4	24	['ALETER']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
PABGIL	Cr	2	0	4	274	Square planar	0.74	('N', 'N', 'N', 'N')	['H26-C12-N2-Al', 'H26-C12-N2-Al']	H52-C24-N4-Al2-Cr	4	24	['PABGIL']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
FAFMUY	Cr	2	0	4	358	Square planar	5.15	('N', 'N', 'N', 'N')	['H27-C21-N2', 'H27-C21-N2']	H54-C42-N4-Cr	4	24	['FAFMUY']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
ALESOA	Cr	2	0	4	314	Square planar	0.37	('N', 'N', 'N', 'N')	['H29-C17-N2', 'H29-C17-N2']	H58-C34-N4-Cr	4	24	['ALESOA']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
MUNLEM	Cr	2	0	4	370	Square planar	0.13	('N', 'N', 'N', 'N')	['H32-B-C18-N4', 'H32-B-C18-N4']	H64-B2-C36-N8-Cr	4	24	['MUNLEM']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
WARHIH	Cr	2	0	4	502	Square planar	4.87	('N', 'N', 'N', 'N')	['H39-C31-N2', 'H39-C31-N2']	H78-C62-N4-Cr	4	24	['WARHIH']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
XOPGAL	Cr	2	0	4	430	Square planar	5.69	('N', 'N', 'N', 'N')	['H40-C19-N3-Si2', 'H40-C19-N3-Si2']	H80-C38-N6-Si4-Cr	4	24	['XOPGAL']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
SEZVAU	Cr	2	0	4	210	Square planar	0.08	('N', 'N', 'N', 'N')	['H5-C5-N', 'H5-C5-N', 'H8-C6-N', 'H8-C6-N']	H26-C22-N4-Cr	4	24	['SEZVAU']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
ZURVIR	Cr	2	-2	4	382	Square planar	0.12	('N', 'N', 'N', 'N')	['H64-C44-N4']	H64-C44-N4-Cr	4	24	['ZURVIR']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
SEZVEY	Cr	2	-2	4	230	Square planar	2.11	('N', 'N', 'N', 'N')	['H8-C6-N', 'H8-C6-N', 'H8-C6-N', 'H8-C6-N']	H32-C24-N4-Cr	4	24	['SEZVEY']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'N']
CIGGUV	Cr	2	0	4	542	Square planar	0.30	('N', 'N', 'N', 'O')	['H38-C30-N3', 'H38-C30-N3', 'H8-C4-O']	H84-C64-N6-O-Cr	4	24	['CIGGUV']	1	Cr_2_4_Square planar_['N', 'N', 'N', 'O']
HARKIU	Cr	2	0	4	398	Square planar	0.21	('N', 'N', 'O', 'O')	['H11-C4-N', 'H11-C4-N', 'H27-C12-O4-Si', 'H27-C12-O4-Si']	H76-C32-N2-O8-Si2-Cr	4	24	['HARKIU']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
GIFJEM	Cr	2	0	4	182	Square planar	0.86	('N', 'N', 'O', 'O')	['H15-C7-N2-O', 'H15-C7-N2-O']	H30-C14-N4-O2-Cr	4	24	['GIFJEM']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
EQIVIJ	Cr	2	0	4	230	Square planar	0.49	('N', 'N', 'O', 'O')	['H16-C12-N-O', 'H16-C12-N-O']	H32-C24-N2-O2-Cr	4	24	['EQIVIJ']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
AFOSUM	Cr	2	0	4	380	Square planar	0.43	('N', 'N', 'O', 'O')	['H16-C6-N2', 'H27-C12-O4-Si', 'H27-C12-O4-Si']	H70-C30-N2-O8-Si2-Cr	4	24	['AFOSUM']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
DUBPIA	Cr	2	0	4	222	Square planar	2.80	('N', 'N', 'O', 'O')	['H18-C11-N-O', 'H18-C11-N-O']	H36-C22-N2-O2-Cr	4	24	['DUBPIA']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
JIZZOJ	Cr	2	0	4	410	Square planar	0.02	('N', 'N', 'O', 'O')	['H22-C16-N-Si2', 'H22-C16-N-Si2', 'H8-C4-O', 'H8-C4-O']	H60-C40-N2-O2-Si4-Cr	4	24	['JIZZOJ']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
JIDYOK	Cr	2	0	4	398	Square planar	0.59	('N', 'N', 'O', 'O')	['H29-C18-O', 'H29-C18-O', 'H5-C5-N', 'H5-C5-N']	H68-C46-N2-O2-Cr	4	24	['JIDYOK']	1	Cr_2_4_Square planar_['N', 'N', 'O', 'O']
MIRVEP	Cr	2	0	4	446	Square planar	0.46	('N', 'N', 'S', 'S')	['H15-C6-N', 'H15-C6-N', 'H27-C12-O3-Si-S', 'H27-C12-O3-Si-S']	H84-C36-N2-O6-Si2-S2-Cr	4	24	['MIRVEP']	1	Cr_2_4_Square planar_['N', 'N', 'S', 'S']
ECOXAW	Cr	2	0	4	458	Square planar	0.21	('O', 'O', 'O', 'O')	['H10-C13-O', 'H10-C13-O', 'H27-C12-O-Si', 'H27-C12-O-Si']	H74-C50-O4-Si2-Cr	4	24	['ECOXAW']	1	Cr_2_4_Square planar_['O', 'O', 'O', 'O']
